asset,timestamp_utc,close
BTC-USD,2026-04-14 20:30:00+00:00,74052.28125
BTC-USD,2026-04-14 21:00:00+00:00,74170.0703125
BTC-USD,2026-04-14 21:30:00+00:00,74315.2890625
BTC-USD,2026-04-14 22:00:00+00:00,73964.4921875
BTC-USD,2026-04-14 22:30:00+00:00,74067.359375
BTC-USD,2026-04-14 23:00:00+00:00,74152.0
BTC-USD,2026-04-14 23:30:00+00:00,74184.671875
BTC-USD,2026-04-15 00:00:00+00:00,74633.9921875
BTC-USD,2026-04-15 00:30:00+00:00,74597.890625
BTC-USD,2026-04-15 01:00:00+00:00,74713.421875
BTC-USD,2026-04-15 01:30:00+00:00,74649.0
BTC-USD,2026-04-15 02:00:00+00:00,74378.203125
BTC-USD,2026-04-15 02:30:00+00:00,74360.390625
BTC-USD,2026-04-15 03:00:00+00:00,74325.703125
BTC-USD,2026-04-15 03:30:00+00:00,74376.75
BTC-USD,2026-04-15 04:00:00+00:00,74342.0703125
BTC-USD,2026-04-15 04:30:00+00:00,74354.171875
BTC-USD,2026-04-15 05:00:00+00:00,74042.4296875
BTC-USD,2026-04-15 05:30:00+00:00,74054.953125
BTC-USD,2026-04-15 06:00:00+00:00,73973.4921875
BTC-USD,2026-04-15 06:30:00+00:00,73942.46875
BTC-USD,2026-04-15 07:00:00+00:00,73743.828125
BTC-USD,2026-04-15 07:30:00+00:00,73771.3515625
BTC-USD,2026-04-15 08:00:00+00:00,74025.1328125
BTC-USD,2026-04-15 08:30:00+00:00,74139.9921875
BTC-USD,2026-04-15 09:00:00+00:00,73980.03125
BTC-USD,2026-04-15 09:30:00+00:00,74038.53125
BTC-USD,2026-04-15 10:00:00+00:00,73934.84375
BTC-USD,2026-04-15 10:30:00+00:00,73890.8984375
BTC-USD,2026-04-15 11:00:00+00:00,74003.6796875
BTC-USD,2026-04-15 11:30:00+00:00,74232.65625
BTC-USD,2026-04-15 12:00:00+00:00,74206.65625
BTC-USD,2026-04-15 12:30:00+00:00,74302.4765625
BTC-USD,2026-04-15 13:00:00+00:00,74423.5
BTC-USD,2026-04-15 13:30:00+00:00,74071.3671875
BTC-USD,2026-04-15 14:00:00+00:00,74453.6328125
BTC-USD,2026-04-15 14:30:00+00:00,74163.1796875
BTC-USD,2026-04-15 15:00:00+00:00,74052.6015625
BTC-USD,2026-04-15 15:30:00+00:00,73868.0
BTC-USD,2026-04-15 16:00:00+00:00,74109.609375
BTC-USD,2026-04-15 16:30:00+00:00,73956.71875
BTC-USD,2026-04-15 17:00:00+00:00,74140.609375
BTC-USD,2026-04-15 17:30:00+00:00,74154.7109375
BTC-USD,2026-04-15 18:00:00+00:00,74225.0
BTC-USD,2026-04-15 18:30:00+00:00,74414.40625
BTC-USD,2026-04-15 19:00:00+00:00,74754.9609375
BTC-USD,2026-04-15 19:30:00+00:00,75065.578125
BTC-USD,2026-04-15 20:00:00+00:00,74792.421875
BTC-USD,2026-04-15 20:30:00+00:00,74872.140625
BTC-USD,2026-04-15 21:00:00+00:00,74662.328125
BTC-USD,2026-04-15 21:30:00+00:00,74765.3671875
BTC-USD,2026-04-15 22:00:00+00:00,75014.828125
BTC-USD,2026-04-15 22:30:00+00:00,74983.78125
BTC-USD,2026-04-15 23:00:00+00:00,74763.7421875
BTC-USD,2026-04-15 23:30:00+00:00,74836.359375
BTC-USD,2026-04-16 00:00:00+00:00,74625.65625
BTC-USD,2026-04-16 00:30:00+00:00,74820.2421875
BTC-USD,2026-04-16 01:00:00+00:00,74637.0625
BTC-USD,2026-04-16 01:30:00+00:00,74681.8671875
BTC-USD,2026-04-16 02:00:00+00:00,74915.03125
BTC-USD,2026-04-16 02:30:00+00:00,74902.71875
BTC-USD,2026-04-16 03:00:00+00:00,75058.5703125
BTC-USD,2026-04-16 03:30:00+00:00,74904.25
BTC-USD,2026-04-16 04:00:00+00:00,74945.9375
BTC-USD,2026-04-16 04:30:00+00:00,74964.6484375
BTC-USD,2026-04-16 05:00:00+00:00,75092.2578125
BTC-USD,2026-04-16 05:30:00+00:00,75058.0234375
BTC-USD,2026-04-16 06:00:00+00:00,75037.4375
BTC-USD,2026-04-16 06:30:00+00:00,75048.65625
BTC-USD,2026-04-16 07:00:00+00:00,74927.828125
BTC-USD,2026-04-16 07:30:00+00:00,74721.5390625
BTC-USD,2026-04-16 08:00:00+00:00,74701.8125
BTC-USD,2026-04-16 08:30:00+00:00,74697.7109375
BTC-USD,2026-04-16 09:00:00+00:00,74840.140625
BTC-USD,2026-04-16 09:30:00+00:00,74612.671875
BTC-USD,2026-04-16 10:00:00+00:00,74474.8515625
BTC-USD,2026-04-16 10:30:00+00:00,74323.9921875
BTC-USD,2026-04-16 11:00:00+00:00,74394.1015625
BTC-USD,2026-04-16 11:30:00+00:00,74593.328125
BTC-USD,2026-04-16 12:00:00+00:00,74731.3125
BTC-USD,2026-04-16 12:30:00+00:00,74637.640625
BTC-USD,2026-04-16 13:00:00+00:00,74988.0078125
BTC-USD,2026-04-16 13:30:00+00:00,73792.1796875
BTC-USD,2026-04-16 14:00:00+00:00,73780.3125
BTC-USD,2026-04-16 14:30:00+00:00,73973.203125
BTC-USD,2026-04-16 15:00:00+00:00,74212.9375
BTC-USD,2026-04-16 15:30:00+00:00,74719.9921875
BTC-USD,2026-04-16 16:00:00+00:00,74587.9921875
BTC-USD,2026-04-16 16:30:00+00:00,74186.03125
BTC-USD,2026-04-16 17:00:00+00:00,74232.890625
BTC-USD,2026-04-16 17:30:00+00:00,74346.0
BTC-USD,2026-04-16 18:00:00+00:00,74418.0234375
BTC-USD,2026-04-16 18:30:00+00:00,75054.4375
BTC-USD,2026-04-16 19:00:00+00:00,75047.9921875
BTC-USD,2026-04-16 19:30:00+00:00,75371.9765625
BTC-USD,2026-04-16 20:00:00+00:00,75209.578125
BTC-USD,2026-04-16 20:30:00+00:00,75245.9921875
BTC-USD,2026-04-16 21:00:00+00:00,74943.9921875
BTC-USD,2026-04-16 21:30:00+00:00,74956.9765625
BTC-USD,2026-04-16 22:00:00+00:00,74947.84375
BTC-USD,2026-04-16 22:30:00+00:00,74888.609375
BTC-USD,2026-04-16 23:00:00+00:00,75044.53125
BTC-USD,2026-04-16 23:30:00+00:00,75163.09375
BTC-USD,2026-04-17 00:00:00+00:00,75030.0
BTC-USD,2026-04-17 00:30:00+00:00,74955.9921875
BTC-USD,2026-04-17 01:00:00+00:00,74780.1875
BTC-USD,2026-04-17 01:30:00+00:00,74763.890625
BTC-USD,2026-04-17 02:00:00+00:00,74617.71875
BTC-USD,2026-04-17 02:30:00+00:00,74728.546875
BTC-USD,2026-04-17 03:00:00+00:00,74732.640625
BTC-USD,2026-04-17 03:30:00+00:00,74633.1484375
BTC-USD,2026-04-17 04:00:00+00:00,74770.4765625
BTC-USD,2026-04-17 04:30:00+00:00,74810.0078125
BTC-USD,2026-04-17 05:00:00+00:00,74692.6796875
BTC-USD,2026-04-17 05:30:00+00:00,74656.5625
BTC-USD,2026-04-17 06:00:00+00:00,74828.3671875
BTC-USD,2026-04-17 06:30:00+00:00,74964.25
BTC-USD,2026-04-17 07:00:00+00:00,74993.9921875
BTC-USD,2026-04-17 07:30:00+00:00,75085.9921875
BTC-USD,2026-04-17 08:00:00+00:00,75133.03125
BTC-USD,2026-04-17 08:30:00+00:00,75787.4921875
BTC-USD,2026-04-17 09:00:00+00:00,76330.03125
BTC-USD,2026-04-17 09:30:00+00:00,75811.4375
BTC-USD,2026-04-17 10:00:00+00:00,75257.53125
BTC-USD,2026-04-17 10:30:00+00:00,75303.2421875
BTC-USD,2026-04-17 11:00:00+00:00,75494.03125
BTC-USD,2026-04-17 11:30:00+00:00,75622.578125
BTC-USD,2026-04-17 12:00:00+00:00,75802.359375
BTC-USD,2026-04-17 12:30:00+00:00,76296.0234375
BTC-USD,2026-04-17 13:00:00+00:00,76630.0078125
BTC-USD,2026-04-17 13:30:00+00:00,77385.9921875
BTC-USD,2026-04-17 14:00:00+00:00,77523.7421875
BTC-USD,2026-04-17 14:30:00+00:00,77979.0
BTC-USD,2026-04-17 15:00:00+00:00,77808.859375
BTC-USD,2026-04-17 15:30:00+00:00,77838.4375
BTC-USD,2026-04-17 16:00:00+00:00,78225.0
BTC-USD,2026-04-17 16:30:00+00:00,77907.28125
BTC-USD,2026-04-17 17:00:00+00:00,77281.828125
BTC-USD,2026-04-17 17:30:00+00:00,77568.0078125
BTC-USD,2026-04-17 18:00:00+00:00,77241.828125
BTC-USD,2026-04-17 18:30:00+00:00,77199.953125
BTC-USD,2026-04-17 19:00:00+00:00,77312.9609375
BTC-USD,2026-04-17 19:30:00+00:00,77515.21875
BTC-USD,2026-04-17 20:00:00+00:00,77404.2421875
BTC-USD,2026-04-17 20:30:00+00:00,77380.0
BTC-USD,2026-04-17 21:00:00+00:00,77472.109375
BTC-USD,2026-04-17 21:30:00+00:00,77475.0
BTC-USD,2026-04-17 22:00:00+00:00,77418.7578125
BTC-USD,2026-04-17 22:30:00+00:00,77339.9375
BTC-USD,2026-04-17 23:00:00+00:00,77077.9921875
BTC-USD,2026-04-17 23:30:00+00:00,77098.0078125
BTC-USD,2026-04-18 00:00:00+00:00,77255.9765625
BTC-USD,2026-04-18 00:30:00+00:00,77195.9921875
BTC-USD,2026-04-18 01:00:00+00:00,77331.359375
BTC-USD,2026-04-18 01:30:00+00:00,77250.6015625
BTC-USD,2026-04-18 02:00:00+00:00,77356.578125
BTC-USD,2026-04-18 02:30:00+00:00,77321.25
BTC-USD,2026-04-18 03:00:00+00:00,77203.9921875
BTC-USD,2026-04-18 03:30:00+00:00,77034.828125
BTC-USD,2026-04-18 04:00:00+00:00,77029.890625
BTC-USD,2026-04-18 04:30:00+00:00,77148.75
BTC-USD,2026-04-18 05:00:00+00:00,77190.0
BTC-USD,2026-04-18 05:30:00+00:00,77168.296875
BTC-USD,2026-04-18 06:00:00+00:00,77121.2578125
BTC-USD,2026-04-18 06:30:00+00:00,77160.0
BTC-USD,2026-04-18 07:00:00+00:00,77111.28125
BTC-USD,2026-04-18 07:30:00+00:00,77020.0078125
BTC-USD,2026-04-18 08:00:00+00:00,76717.5
BTC-USD,2026-04-18 08:30:00+00:00,76760.0234375
BTC-USD,2026-04-18 09:00:00+00:00,76608.28125
BTC-USD,2026-04-18 09:30:00+00:00,76631.2578125
BTC-USD,2026-04-18 10:00:00+00:00,76357.578125
BTC-USD,2026-04-18 10:30:00+00:00,76222.4921875
BTC-USD,2026-04-18 11:00:00+00:00,76100.6484375
BTC-USD,2026-04-18 11:30:00+00:00,76069.4609375
BTC-USD,2026-04-18 12:00:00+00:00,76177.5078125
BTC-USD,2026-04-18 12:30:00+00:00,76239.7578125
BTC-USD,2026-04-18 13:00:00+00:00,76118.65625
BTC-USD,2026-04-18 13:30:00+00:00,76148.640625
BTC-USD,2026-04-18 14:00:00+00:00,76174.5703125
BTC-USD,2026-04-18 14:30:00+00:00,76280.609375
BTC-USD,2026-04-18 15:00:00+00:00,76234.65625
BTC-USD,2026-04-18 15:30:00+00:00,76191.71875
BTC-USD,2026-04-18 16:00:00+00:00,76114.953125
BTC-USD,2026-04-18 16:30:00+00:00,75968.1171875
BTC-USD,2026-04-18 17:00:00+00:00,75882.5703125
BTC-USD,2026-04-18 17:30:00+00:00,75852.1328125
BTC-USD,2026-04-18 18:00:00+00:00,75690.5625
BTC-USD,2026-04-18 18:30:00+00:00,75672.453125
BTC-USD,2026-04-18 19:00:00+00:00,75725.96875
BTC-USD,2026-04-18 19:30:00+00:00,75682.1328125
BTC-USD,2026-04-18 20:00:00+00:00,75746.7890625
BTC-USD,2026-04-18 20:30:00+00:00,75784.953125
BTC-USD,2026-04-18 21:00:00+00:00,75780.5703125
BTC-USD,2026-04-18 21:30:00+00:00,75854.5703125
BTC-USD,2026-04-18 22:00:00+00:00,75756.1171875
BTC-USD,2026-04-18 22:30:00+00:00,75847.9765625
BTC-USD,2026-04-18 23:00:00+00:00,75843.640625
BTC-USD,2026-04-18 23:30:00+00:00,75736.8203125
BTC-USD,2026-04-19 00:00:00+00:00,75653.046875
BTC-USD,2026-04-19 00:30:00+00:00,75708.0
BTC-USD,2026-04-19 01:00:00+00:00,75578.7890625
BTC-USD,2026-04-19 01:30:00+00:00,75652.1015625
BTC-USD,2026-04-19 02:00:00+00:00,75527.09375
BTC-USD,2026-04-19 02:30:00+00:00,75530.3203125
BTC-USD,2026-04-19 03:00:00+00:00,75559.390625
BTC-USD,2026-04-19 03:30:00+00:00,75546.4921875
BTC-USD,2026-04-19 04:00:00+00:00,75717.5703125
BTC-USD,2026-04-19 04:30:00+00:00,75700.0078125
BTC-USD,2026-04-19 05:00:00+00:00,75600.0234375
BTC-USD,2026-04-19 05:30:00+00:00,75580.0078125
BTC-USD,2026-04-19 06:00:00+00:00,75443.0234375
BTC-USD,2026-04-19 06:30:00+00:00,75429.7421875
BTC-USD,2026-04-19 07:00:00+00:00,75022.5234375
BTC-USD,2026-04-19 07:30:00+00:00,75291.1171875
BTC-USD,2026-04-19 08:00:00+00:00,75181.4921875
BTC-USD,2026-04-19 08:30:00+00:00,75299.078125
BTC-USD,2026-04-19 09:00:00+00:00,75123.9921875
BTC-USD,2026-04-19 09:30:00+00:00,75055.421875
BTC-USD,2026-04-19 10:00:00+00:00,75119.4765625
BTC-USD,2026-04-19 10:30:00+00:00,75246.078125
BTC-USD,2026-04-19 11:00:00+00:00,75415.0
BTC-USD,2026-04-19 11:30:00+00:00,75634.8671875
BTC-USD,2026-04-19 12:00:00+00:00,75546.4765625
BTC-USD,2026-04-19 12:30:00+00:00,75611.90625
BTC-USD,2026-04-19 13:00:00+00:00,76075.6015625
BTC-USD,2026-04-19 13:30:00+00:00,75958.0
BTC-USD,2026-04-19 14:00:00+00:00,76000.1875
BTC-USD,2026-04-19 14:30:00+00:00,76064.9609375
BTC-USD,2026-04-19 15:00:00+00:00,76001.8984375
BTC-USD,2026-04-19 15:30:00+00:00,75884.7734375
BTC-USD,2026-04-19 16:00:00+00:00,75600.140625
BTC-USD,2026-04-19 16:30:00+00:00,75416.0234375
BTC-USD,2026-04-19 17:00:00+00:00,75292.0234375
BTC-USD,2026-04-19 17:30:00+00:00,74801.0078125
BTC-USD,2026-04-19 18:00:00+00:00,74838.609375
BTC-USD,2026-04-19 18:30:00+00:00,74806.7109375
BTC-USD,2026-04-19 19:00:00+00:00,74991.5078125
BTC-USD,2026-04-19 19:30:00+00:00,74985.0390625
BTC-USD,2026-04-19 20:00:00+00:00,74789.3203125
BTC-USD,2026-04-19 20:30:00+00:00,74661.453125
BTC-USD,2026-04-19 21:00:00+00:00,74777.7421875
BTC-USD,2026-04-19 21:30:00+00:00,74461.203125
BTC-USD,2026-04-19 22:00:00+00:00,73977.4765625
BTC-USD,2026-04-19 22:30:00+00:00,74073.59375
BTC-USD,2026-04-19 23:00:00+00:00,73915.3125
BTC-USD,2026-04-19 23:30:00+00:00,73820.1875
BTC-USD,2026-04-20 00:00:00+00:00,74260.9375
BTC-USD,2026-04-20 00:30:00+00:00,74317.921875
BTC-USD,2026-04-20 01:00:00+00:00,74325.5234375
BTC-USD,2026-04-20 01:30:00+00:00,74621.421875
BTC-USD,2026-04-20 02:00:00+00:00,74484.4375
BTC-USD,2026-04-20 02:30:00+00:00,74444.046875
BTC-USD,2026-04-20 03:00:00+00:00,74547.6875
BTC-USD,2026-04-20 03:30:00+00:00,74667.90625
BTC-USD,2026-04-20 04:00:00+00:00,74538.4921875
BTC-USD,2026-04-20 04:30:00+00:00,74590.390625
BTC-USD,2026-04-20 05:00:00+00:00,74173.78125
BTC-USD,2026-04-20 05:30:00+00:00,74297.921875
BTC-USD,2026-04-20 06:00:00+00:00,74370.75
BTC-USD,2026-04-20 06:30:00+00:00,74820.1796875
BTC-USD,2026-04-20 07:00:00+00:00,75238.796875
BTC-USD,2026-04-20 07:30:00+00:00,74857.640625
BTC-USD,2026-04-20 08:00:00+00:00,74852.2265625
BTC-USD,2026-04-20 08:30:00+00:00,74761.7578125
BTC-USD,2026-04-20 09:00:00+00:00,75066.09375
BTC-USD,2026-04-20 09:30:00+00:00,75100.453125
BTC-USD,2026-04-20 10:00:00+00:00,75338.96875
BTC-USD,2026-04-20 10:30:00+00:00,75068.6796875
BTC-USD,2026-04-20 11:00:00+00:00,75200.03125
BTC-USD,2026-04-20 11:30:00+00:00,75223.96875
BTC-USD,2026-04-20 12:00:00+00:00,75450.15625
BTC-USD,2026-04-20 12:30:00+00:00,75328.90625
BTC-USD,2026-04-20 13:00:00+00:00,75223.34375
BTC-USD,2026-04-20 13:30:00+00:00,75309.2890625
BTC-USD,2026-04-20 14:00:00+00:00,75613.5078125
BTC-USD,2026-04-20 14:30:00+00:00,75038.6875
BTC-USD,2026-04-20 15:00:00+00:00,75720.0
BTC-USD,2026-04-20 15:30:00+00:00,75747.078125
BTC-USD,2026-04-20 16:00:00+00:00,75389.9921875
BTC-USD,2026-04-20 16:30:00+00:00,75367.1328125
BTC-USD,2026-04-20 17:00:00+00:00,75758.203125
BTC-USD,2026-04-20 17:30:00+00:00,75937.3125
BTC-USD,2026-04-20 18:00:00+00:00,76135.0078125
BTC-USD,2026-04-20 18:30:00+00:00,76450.0
BTC-USD,2026-04-20 19:00:00+00:00,76241.1171875
BTC-USD,2026-04-20 19:30:00+00:00,76322.0078125
BTC-USD,2026-04-20 20:00:00+00:00,76365.90625
BTC-USD,2026-04-20 20:30:00+00:00,76317.28125
BTC-USD,2026-04-20 21:00:00+00:00,75962.25
BTC-USD,2026-04-20 21:30:00+00:00,75988.0
BTC-USD,2026-04-20 22:00:00+00:00,75953.8828125
BTC-USD,2026-04-20 22:30:00+00:00,76004.671875
BTC-USD,2026-04-20 23:00:00+00:00,75695.7578125
BTC-USD,2026-04-20 23:30:00+00:00,75864.859375
BTC-USD,2026-04-21 00:00:00+00:00,75929.9921875
BTC-USD,2026-04-21 00:30:00+00:00,76127.09375
BTC-USD,2026-04-21 01:00:00+00:00,76158.0078125
BTC-USD,2026-04-21 01:30:00+00:00,75955.0703125
BTC-USD,2026-04-21 02:00:00+00:00,75754.5
BTC-USD,2026-04-21 02:30:00+00:00,75613.75
BTC-USD,2026-04-21 03:00:00+00:00,75657.9921875
BTC-USD,2026-04-21 03:30:00+00:00,75740.578125
BTC-USD,2026-04-21 04:00:00+00:00,75655.0078125
BTC-USD,2026-04-21 04:30:00+00:00,75840.546875
BTC-USD,2026-04-21 05:00:00+00:00,75931.7890625
BTC-USD,2026-04-21 05:30:00+00:00,75835.7734375
BTC-USD,2026-04-21 06:00:00+00:00,75791.578125
BTC-USD,2026-04-21 06:30:00+00:00,76001.828125
BTC-USD,2026-04-21 07:00:00+00:00,76210.8203125
BTC-USD,2026-04-21 07:30:00+00:00,76118.09375
BTC-USD,2026-04-21 08:00:00+00:00,76379.8828125
BTC-USD,2026-04-21 08:30:00+00:00,76545.6484375
BTC-USD,2026-04-21 09:00:00+00:00,76280.25
BTC-USD,2026-04-21 09:30:00+00:00,76388.0234375
BTC-USD,2026-04-21 10:00:00+00:00,76543.96875
BTC-USD,2026-04-21 10:30:00+00:00,76775.1328125
BTC-USD,2026-04-21 11:00:00+00:00,76706.1796875
BTC-USD,2026-04-21 11:30:00+00:00,76478.6171875
BTC-USD,2026-04-21 12:00:00+00:00,76404.0078125
BTC-USD,2026-04-21 12:30:00+00:00,76039.8984375
BTC-USD,2026-04-21 13:00:00+00:00,76061.6875
BTC-USD,2026-04-21 13:30:00+00:00,75919.1328125
BTC-USD,2026-04-21 14:00:00+00:00,76139.0234375
BTC-USD,2026-04-21 14:30:00+00:00,75681.7109375
BTC-USD,2026-04-21 15:00:00+00:00,75699.359375
BTC-USD,2026-04-21 15:30:00+00:00,75850.8203125
BTC-USD,2026-04-21 16:00:00+00:00,75876.046875
BTC-USD,2026-04-21 16:30:00+00:00,75800.3515625
BTC-USD,2026-04-21 17:00:00+00:00,75346.828125
BTC-USD,2026-04-21 17:30:00+00:00,75567.2578125
BTC-USD,2026-04-21 18:00:00+00:00,75489.7890625
BTC-USD,2026-04-21 18:30:00+00:00,75622.7890625
BTC-USD,2026-04-21 19:00:00+00:00,75798.34375
BTC-USD,2026-04-21 19:30:00+00:00,75019.9921875
BTC-USD,2026-04-21 20:00:00+00:00,75656.7734375
BTC-USD,2026-04-21 20:30:00+00:00,75743.71875
BTC-USD,2026-04-21 21:00:00+00:00,75592.4375
BTC-USD,2026-04-21 21:30:00+00:00,75565.0078125
BTC-USD,2026-04-21 22:00:00+00:00,75389.1875
BTC-USD,2026-04-21 22:30:00+00:00,75662.0078125
BTC-USD,2026-04-21 23:00:00+00:00,75803.3203125
BTC-USD,2026-04-21 23:30:00+00:00,76346.8125
BTC-USD,2026-04-22 00:00:00+00:00,76288.0
BTC-USD,2026-04-22 00:30:00+00:00,76380.46875
BTC-USD,2026-04-22 01:00:00+00:00,76177.78125
BTC-USD,2026-04-22 01:30:00+00:00,76315.6484375
BTC-USD,2026-04-22 02:00:00+00:00,77256.0078125
BTC-USD,2026-04-22 02:30:00+00:00,77626.0078125
BTC-USD,2026-04-22 03:00:00+00:00,77543.5703125
BTC-USD,2026-04-22 03:30:00+00:00,77549.65625
BTC-USD,2026-04-22 04:00:00+00:00,77527.1875
BTC-USD,2026-04-22 04:30:00+00:00,77535.953125
BTC-USD,2026-04-22 05:00:00+00:00,78259.9765625
BTC-USD,2026-04-22 05:30:00+00:00,77991.9921875
BTC-USD,2026-04-22 06:00:00+00:00,77980.3125
BTC-USD,2026-04-22 06:30:00+00:00,78024.8828125
BTC-USD,2026-04-22 07:00:00+00:00,77905.6015625
BTC-USD,2026-04-22 07:30:00+00:00,78025.796875
BTC-USD,2026-04-22 08:00:00+00:00,77991.3203125
BTC-USD,2026-04-22 08:30:00+00:00,78029.703125
BTC-USD,2026-04-22 09:00:00+00:00,78171.9609375
BTC-USD,2026-04-22 09:30:00+00:00,78015.5625
BTC-USD,2026-04-22 10:00:00+00:00,78092.5625
BTC-USD,2026-04-22 10:30:00+00:00,78175.703125
BTC-USD,2026-04-22 11:00:00+00:00,78336.03125
BTC-USD,2026-04-22 11:30:00+00:00,78322.546875
BTC-USD,2026-04-22 12:00:00+00:00,78210.328125
BTC-USD,2026-04-22 12:30:00+00:00,78262.8984375
BTC-USD,2026-04-22 13:00:00+00:00,78484.0
BTC-USD,2026-04-22 13:30:00+00:00,78887.4296875
BTC-USD,2026-04-22 14:00:00+00:00,79035.9921875
BTC-USD,2026-04-22 14:30:00+00:00,79080.8984375
BTC-USD,2026-04-22 15:00:00+00:00,79115.453125
BTC-USD,2026-04-22 15:30:00+00:00,79323.609375
BTC-USD,2026-04-22 16:00:00+00:00,78972.421875
BTC-USD,2026-04-22 16:30:00+00:00,78779.2890625
BTC-USD,2026-04-22 17:00:00+00:00,78868.4609375
BTC-USD,2026-04-22 17:30:00+00:00,78922.9921875
BTC-USD,2026-04-22 18:00:00+00:00,78945.9375
BTC-USD,2026-04-22 18:30:00+00:00,79062.453125
BTC-USD,2026-04-22 19:00:00+00:00,79062.640625
BTC-USD,2026-04-22 19:30:00+00:00,78885.7421875
BTC-USD,2026-04-22 20:00:00+00:00,78611.9921875
BTC-USD,2026-04-22 20:30:00+00:00,78459.828125
BTC-USD,2026-04-22 21:00:00+00:00,78611.8671875
BTC-USD,2026-04-22 21:30:00+00:00,78794.7578125
BTC-USD,2026-04-22 22:00:00+00:00,78568.2578125
BTC-USD,2026-04-22 22:30:00+00:00,78642.8984375
BTC-USD,2026-04-22 23:00:00+00:00,78367.0
BTC-USD,2026-04-22 23:30:00+00:00,78208.5078125
BTC-USD,2026-04-23 00:00:00+00:00,78472.8125
BTC-USD,2026-04-23 00:30:00+00:00,78449.546875
BTC-USD,2026-04-23 01:00:00+00:00,78122.640625
BTC-USD,2026-04-23 01:30:00+00:00,78379.2109375
BTC-USD,2026-04-23 02:00:00+00:00,78062.546875
BTC-USD,2026-04-23 02:30:00+00:00,77967.453125
BTC-USD,2026-04-23 03:00:00+00:00,77710.0
BTC-USD,2026-04-23 03:30:00+00:00,77742.5703125
BTC-USD,2026-04-23 04:00:00+00:00,77825.2890625
BTC-USD,2026-04-23 04:30:00+00:00,77937.7265625
BTC-USD,2026-04-23 05:00:00+00:00,77928.046875
BTC-USD,2026-04-23 05:30:00+00:00,78032.90625
BTC-USD,2026-04-23 06:00:00+00:00,78315.53125
BTC-USD,2026-04-23 06:30:00+00:00,78240.0
BTC-USD,2026-04-23 07:00:00+00:00,78181.0390625
BTC-USD,2026-04-23 07:30:00+00:00,78086.140625
BTC-USD,2026-04-23 08:00:00+00:00,78006.25
BTC-USD,2026-04-23 08:30:00+00:00,77877.34375
BTC-USD,2026-04-23 09:00:00+00:00,77632.5390625
BTC-USD,2026-04-23 09:30:00+00:00,77672.03125
BTC-USD,2026-04-23 10:00:00+00:00,77416.0
BTC-USD,2026-04-23 10:30:00+00:00,77425.90625
BTC-USD,2026-04-23 11:00:00+00:00,77496.0078125
BTC-USD,2026-04-23 11:30:00+00:00,77722.296875
BTC-USD,2026-04-23 12:00:00+00:00,77790.8203125
BTC-USD,2026-04-23 12:30:00+00:00,77904.09375
BTC-USD,2026-04-23 13:00:00+00:00,77627.546875
